Table_data_1	Table_data_date	Latitude	Longitude
"Sunday, 5th. Fresh gales with heavy squalls the first part; remainder, little wind and Cloudy. Very cold weather. Wind, West-South-West, West by North and South-West by West; course North; distance 49 miles; latitude 56 degrees 46 minutes South, longitude 82 degrees 16 minutes West."	1769-02-05	-56.7666666666667	-82.2666666666667
"Monday, 6th. A moderate breeze of Wind with some flying showers of hail and rain; close upon a Wind all this day. Wind South-West by West to West by North; course North 1/4 East; distance 86 miles; latitude 55 degrees 20 minutes South, longitude 82 degrees 23 minutes West."	1769-02-06	-55.3333333333333	-82.3833333333333
"Tuesday, 7th. A fresh breeze and dark cloudy weather, with some showers of rain; the wind, varying from West to North by West, obliged us to Tack several times. Wind North-West by West, West by South; course North 20 degrees West; distance 46 miles; latitude 54 degrees 40 minutes South, longitude 82 degrees 54 minutes West."	1769-02-07	-54.6666666666667	-82.9
"Wednesday, 8th. First part, cloudy with Squalls of wind and Showers of rain and hail; Latter part thick hazey weather, with frequent Showers. Wind, Westerly, South by West; course North 14 degrees 43 minutes West; distance 58 miles; latitude 53 degrees 36 minutes South, longitude 83 degrees 19 minutes West."	1769-02-08	-53.6	-83.3166666666667
"Thursday, 9th. Fresh gales all this day, sometimes squally with rain; under Double-reef Topsails in the night, and Single-reeft Topsail in the day. Wind Southerly; course North 55 degrees West: distance 130 miles; latitude 52 degrees 22 minutes South, longitude 86 degrees 17 minutes West."	1769-02-09	-52.3666666666667	-86.2833333333333
"Friday, 10th. The former part of this day had fresh breezes and Dark cloudy weather; in the night hard Squalls with rain, and afterwards hazy, rainy weather. Wind Westerly; course North 22 degrees West; distance 67 miles; latitude 51 degrees 16 minutes South, longitude 86 degrees 37 minutes West."	1769-02-10	-51.2666666666667	-86.6166666666667
"Saturday, 11th. Former part Light Airs with drizling rain; remainder, a Moderate breeze and Cloudy. Wind, variable, southerly; course, North 54 degrees West; distance 36 miles; latitude 50 degrees 55 minutes South, longitude 87 degrees 24 minutes West."	1769-02-11	-50.9166666666667	-87.4
"Sunday, 12th. First and Middle parts, fresh gales and cloudy; latter, little wind and clear. Having for some time past generally found the Ship by Observation to the Northward of the Log, which is not owing to a Current as I at first imagined, but to a wrong Division of the Log line, being 2 1/2 feet in each Knot--but this is now rectified. Wind South-West by South; course North 48 degrees West; distance 113 miles; latitude 49 degrees 41 minutes South, longitude 89 degrees 36 minutes West."	1769-02-12	-49.6833333333333	-89.6
"Tuesday, 14th. The first part, fresh Gales and Hazey with rain; the remainder moderate and Cloudy, with frequent rain. Wind, Westerly, South; course South-West; distance 32 miles; latitude 49 degrees 6 minutes South, longitude 91 degrees 12 minutes West."	1769-02-14	-49.1	-91.2
"Wednesday, 15th. Little wind and Cloudy the most part of this day. Variation per Azimuth in the Evening 12 degrees East, and in the morning both by an Amplitude and an Azimuth 11 degrees East. A.M. Shifted the Mainsail, Mizen, Fore, and Main topsail. Wind, South-South-West, South-West, West by North; course North 46 degrees West; distance 86 miles; latitude 48 degrees 27 minutes South, longitude 92 degrees 5 minutes West."	1769-02-15	-48.45	-92.0833333333333
"Thursday, 16th. The first part of this day had fresh Gales and Cloudy; in the night thick hazey weather with heavy squalls of wind and rain, which obliged us to close-reef our Topsails. In the morning and all the forenoon had strong gales and cloudy weather, and very heavy Seas from the South-South-West, one of which broke upon the Quarter and carried away the Driver Boom. Wind North-West, West, and South; course North 74 degrees West; distance 97 miles; latitude 48 degrees 0 minutes South, longitude 94 degrees 25 minutes West."	1769-02-16	-48	-94.4166666666667
"Friday, 17th. Strong Gales and Cloudy the most part of this day. Split the Maintopsail and unbent it, and bent another. Wind South-South-West; course North-West by West 1/2 West; distance 132 miles; latitude 46 degrees 48 minutes South, longitude 97 degrees 17 minutes West."	1769-02-17	-46.8	-97.2833333333333
"Saturday, 18th. Fresh gales all this day. The weather Variable, sometimes fair and Cloudy, other times hazey, with drizzling rain. Saw some Birds nearly as big as Albetrosses; they were all black, with Yellow Beaks. Wind South-West by West; course North 32 degrees 30 minutes West; distance 140 miles; latitude 44 degrees 50 minutes South, longitude 99 degrees 7 minutes West."	1769-02-18	-44.8333333333333	-99.1166666666667
"Sunday, 19th. First part, fresh Gales and Hazey; the Middle part, hazey, with drizling rain; the latter, gentle breezes and fine Clear weather, yet the Air is still Cold. Wind South-West by West to West by South; course North-North-West 3/4 West; distance 103 miles; latitude 43 degrees 21 minutes South, longitude 100 degrees 21 minutes West."	1769-02-19	-43.35	-100.35
"Monday, 20th. Moderate breezes and fine weather the greater part of this day, and the Sea very smooth. Found by repeated trials that the South point of the Dipping Needle Dip'd 65 degrees 52 minutes below the Horizon. Wind Westerly; course South 65 degrees West; distance 58 miles; latitude 43 degrees 46 minutes South, longitude 101 degrees 34 minutes West."	1769-02-20	-43.7666666666667	-101.566666666667
"Tuesday, 21st. Fresh breezes and pretty Clear weather. Variation 6 degrees 30 minutes East. Wind North-West; course South 62 degrees West; distance 115 miles; latitude 44 degrees 39 minutes South, longitude 103 degrees 54 minutes West."	1769-02-21	-44.65	-103.9
"Saturday, 25th. First and Middle parts, fresh Gales and Cloudy, with some rain; the Latter, little Wind and Cloudy. Wind South-East by East, South-South-East; course North 48 degrees 30 minutes West; distance 112 miles; latitude 42 degrees 23 minutes South, longitude 109 degrees 0 minutes West."	1769-02-25	-42.3833333333333	-109
"Sunday, 26th. First part, Calm and light Airs; remainder, very strong gales and Squally, with Showers of rain, which at length brought us under our two Courses, and close-reefed Maintopsail. Wind calm, North-West and West-South-West; course North 26 degrees 15 minutes West; distance 88 miles; latitude 41 degrees 4 minutes South, longitude 109 degrees 52 minutes West."	1769-02-26	-41.0666666666667	-109.866666666667
"Tuesday, 28th. The former part little wind and fine clear weather; the Air full as warm as in the same Degree of North Latitude at the Correspondent Season of the Year. The South-West swells still keep up, notwithstanding the Gale hath been over about 30 Hours, a proof that there is no land near in that Quarter.* (* These are instances of Cook's observation and seamanlike perspicacity. The prevailing belief of the time was in a great southern continent.) The remainder part of this day fresh breezes and clear. At 9 a.m. took 3 Sets of Observations of the sun and moon in order to find the Longitude of the Ship. Wind West to North-West; course North 13 degrees West; distance 42 miles; latitude 39 degrees 33 minutes 30 seconds South, longitude 110 degrees 38 minutes West."	1769-02-28	-13.55	-13.55
"Thursday, 2nd. Former part, fresh gales and hazey, with much rain; the remainder, a Strong fresh gale and pretty clear weather. Wind Westerly; course North by West; distance 87 miles; latitude 37 degrees 16 minutes South, longitude 112 degrees 5 minutes West."	1769-03-02	-37.2666666666667	-112.083333333333
"Friday, 3rd. First part, moderate breezes; remainder, calm and clear weather. A.M. employed filling salt Water in the Fore Hold and airing all the Spare Sails. Wind West, calm; course North 17 degrees East; distance 31 miles; latitude 36 degrees 49 minutes South, longitude 111 degrees 34 minutes West."	1769-03-03	-36.8166666666667	-111.566666666667
"Saturday, 4th. First part, Calm; remainder, a fine genteel breeze and clear weather. Variation per Azimuth and Amplitude this Evening 2 degrees 26 minutes East. The South-West swell still keeps up, notwithstanding it hath been Calm 24 hours. Wind calm, North-East, North; course North 50 degrees West; distance 58 miles; latitude 36 degrees 12 minutes South, longitude 112 degrees 50 minutes West."	1769-03-04	-36.2	-112.833333333333
"Sunday, 5th. First and latter parts, fine Clear weather; the Middle, fresh gales and Hazey, with rain. Wind North-West by North and North-West; course South 81 degrees 40 minutes West; distance 64 miles; latitude 36 degrees 21 minutes South, longitude 114 degrees 9 minutes West."	1769-03-05	-36.35	-114.15
"Monday, 6th. Moderate breezes and Tolerable clear weather all this day. The wind a little Variable, which caused us to Tack several Times. Wind North-West by North to West-North-West; course South 57 degrees West; distance 20 miles; latitude 36 degrees 32 minutes South, longitude 114 degrees 30 minutes West."	1769-03-06	-36.5333333333333	-114.5
"Tuesday, 7th. A Moderate steady breeze and clear weather. Wind North-West; course South 64 degrees 15 minutes West; distance, 83 miles; latitude 37 degrees 8 minutes South, longitude 116 degrees 8 minutes West."	1769-03-07	-37.1333333333333	-116.133333333333
"Wednesday, 8th. The first and Middle parts moderate breezes and Cloudy; the Latter Part Variable winds and much Rain. Wind North-West, variable; course South 78 degrees West; distance, 76 miles; latitude 37 degrees 24 minutes South, longitude 117 degrees 41 minutes West."	1769-03-08	-37.4	-117.683333333333
"Thursday, 9th. First part, moderate and Hazey, with Drizling rain; the remainder fresh breezes and clear weather. Variation 4 degrees 41 minutes east. Wind South-West by West to South by East; course North 38 degrees West; distance 123 miles; latitude 35 degrees 47 minutes South, longitude 119 degrees 18 minutes West."	1769-03-09	-35.7833333333333	-119.3
"Friday, 10th. Moderate breezes and fine Pleasant weather. Wind South-East; course North 40 degrees West; distance 121 miles; latitude 34 degrees 14 minutes South, longitude 120 degrees 54 minutes West."	1769-03-10	-34.2333333333333	-120.9
"Saturday, 11th. A Steady gale and fine weather. Variation 4 degrees 12 minutes East. Wind South-East; course North 46 degrees 15 minutes West; distance 116 miles; latitude 32 degrees 54 minutes South, longitude 122 degrees 35 minutes West."	1769-03-11	-32.9	-122.583333333333
"Sunday, 12th. Ditto weather. Variation 4 degrees 12 minutes East. Put the Ship's Company to three Watches, they having been at Watch and Watch since our first arrival on the coast of Terra del Fuego. Wind South-East; course North 49 degrees West; distance 122 miles; latitude 31 degrees 34 minutes South, longitude 124 degrees 25 minutes West."	1769-03-12	-31.5666666666667	-124.416666666667
"Monday, 13th. First part a Steady, fresh Gale; the remainder, little wind and fine Clear weather. Wind South-East; course North 48 degrees 15 minutes West; distance 72 miles; latitude 30 degrees 46 minutes South, longitude 125 degrees 28 minutes West."	1769-03-13	-30.7666666666667	-125.466666666667
"Tuesday, 14th. Little wind and fine Pleasant weather. At 3 p.m. took several Observations of the sun and moon; the mean result of which gave 126 degrees 20 minutes 45 seconds, the Longitude of the Ship West of Greenwich, and is 47 degrees Longitude West of account carried on from Cape Horn. Wind South, East-South-East, East-North-East; course North 50 degrees West; distance 47 miles; latitude 30 degrees 17 minutes South, longitude 126 degrees 10 minutes West."	1769-03-14	-30.2833333333333	-126.166666666667
"Wednesday, 15th. Light breezes and clear weather. Variation, p.m. 3 degrees 45 minutes East, a.m. 3 degrees 22 minutes East. Saw a Tropic Bird. Wind, East-North-East and East-South-East; course, North 47 degrees 15 minutes West; distance, 50 miles; latitude 29 degrees 43 minutes South, longitude 126 degrees 53 minutes West."	1769-03-15	-29.7166666666667	-126.883333333333
"Thursday, 16th. Light Airs next to a Calm and clear Weather. Variation by the mean result of 21 Azimuths, 1 degree 30 minutes East. This evening observed an Occultation of h by the [crescent],* (* h is Saturn, [crescent] the Moon.) Immersion at ---- hours ---- minutes and Emersion at ---- hours ---- minutes ---- seconds a.m.* (* Blanks in manuscript.) Variation per several Azimuths 2 degrees East. Wind East-South-East, South-South-East, South-West; course North-North-West; distance 34 miles; latitude 29 degrees 22 minutes South, longitude 127 degrees 8 minutes West."	1769-03-16	-29.3666666666667	-127.133333333333
"Friday, 17th. Little wind and fine Pleasant weather. Variation, p.m. 3 degrees 27 minutes East. Wind, South-East by South; course, North 20 degrees West; distance, 55 miles; latitude 28 degrees 30 minutes South, longitude 127 degrees 29 minutes West."	1769-03-17	-28.5	-127.483333333333
"Saturday, 18th. First part, little wind and Cloudy; latter, fresh gales and hard Squalls, with much rain. Took 2 Reefs in the Topsails. Wind North-East North; course North 60 degrees 45 minutes West; distance 78 miles; latitude 27 degrees 52 minutes South, longitude 128 degrees 44 minutes West."	1769-03-18	-27.8666666666667	-128.733333333333
"Sunday, 19th. First part fresh Gales and Squally, with rain; remainder more moderate and cloudy. Variation, a.m. per Means of several Azimuths, 3 degrees 14 minutes East. Loosed the 2d reefs out of the Topsails. Wind between the North and West; course North 52 degrees West; distance 50 miles; latitude 27 degrees 21 minutes South, longitude 129 degrees 28 minutes West."	1769-03-19	-27.35	-129.466666666667
"Monday, 20th. A Fine breeze and pleasant weather. Saw several Tropic Birds. Wind West; course North; distance 95 miles; latitude 25 degrees 44 minutes South, longitude 129 degrees 28 minutes West."	1769-03-20	-25.7333333333333	-129.466666666667
"Tuesday, 21st. First part little wind, the remainder Calm. Variation, 3 degrees 43 minutes East. Saw some rock weed and a great many Tropic Birds. Wind West by North, calm; course North; distance 23 miles; latitude 25 degrees 21 minutes South, longitude 129 degrees 28 minutes West."	1769-03-21	-25.35	-129.466666666667
"Wednesday, 22nd. First part Calm, in the night Squally, with rain. A.M. a fresh breeze and Cloudy. Variation per Amplitude 3 degrees 10 minutes East. Saw some Egg Birds. Wind North by East to North-North-West; course West; distance 57 miles; latitude 25 degrees 21 minutes South, longitude 129 degrees 52 minutes West."	1769-03-22	-25.35	-129.866666666667
"Thursday, 23rd. Fresh gales and Squally, with rain, the first part; remainder fresh Gales and Cloudy. P.M. saw some Men-of-War Birds, and Egg Birds, and in the Morning saw more Egg Birds and Tropic Birds. The Man-of-War and Tropic Birds are pretty well known, but the Egg Bird (as it is called in the Dolphin's Journal) requires some discription to know it by that Name. It is a small slender Bird of the Gull kind, and all white, and not much unlike the small white Gulls we have in England, only not so big.* (* Terns.) There are also Birds in Newfoundland called Stearings that are of the same shape and Bigness, only they are of a Greyish Colour. These Birds were called by the Dolphin Egg Birds on account of their being like those known by that name by Sailors in the Gulph of Florida; neither they nor the Man-of-War Birds are ever reckoned to go very far from Land. Wind North by West to West by North: course North 13 degrees West; distance 49 miles; latitude 24 degrees 43 minutes South, longitude 130 degrees 8 minutes West."	1769-03-23	-24.7166666666667	-130.133333333333
"Friday, 24th. Fresh Gales and Cloudy, with some rain in the forepart of this day. All the forepart of these 24 hours the Sea was smooth, but at 12 at night it was more so, and about 3 in the Morning one of the people saw, or thought he saw, a Log of Wood pass the Ship. This made us think that we were near some land,* (* The Endeavour was now passing to the northward of the easternmost islands of the Paumotu or Low Archipelago, though out of sight of them.) but at daylight we saw not the least appearance of any, and I did not think myself at liberty to spend time in searching for what I was not sure to find, although I thought myself not far from those Islands discovered by Quiros in 1606; and very probably we were not, from the birds, etc., we have seen for these 2 or 3 days past. Wind West-North-West to North-West; course North-East by North 1/4 East; distance 99 miles; latitude 22 degrees 23 minutes South, longitude 129 degrees 2 minutes West."	1769-03-24	-22.3833333333333	-129.033333333333
"Saturday, 25th. First part dark cloudy weather, with rain and a fresh breeze of wind; remainder fair and Cloudy. Wind North-West by North, to West by North; course North-East 1/2 North; distance 95 miles; latitude 22 degrees 11 minutes South, longitude 127 degrees 55 minutes West."	1769-03-25	-22.1833333333333	-127.916666666667
"Monday, 27th. Variable winds and weather, with frequent showers of rain. At Noon saw a Bird like a Gannet. Wind variable; course North 1/4 East; distance 30 miles; latitude 21 degrees 2 minutes South, longitude 127 degrees 38 minutes West."	1769-03-27	-21.0333333333333	-127.633333333333
"Tuesday, 28th. Little wind and Cloudy. Variation per Amplitude 3 degrees 56 minutes East. Wind Easterly; course North-North-West; distance 37 miles; latitude 20 degrees 38 minutes South, longitude 127 degrees 50 minutes West."	1769-03-28	-20.6333333333333	-127.833333333333
"Wednesday, 29th. Little winds and Cloudy weather. Variation per Azimuth 2 degrees 27 minutes East. Saw a Bird like a Dove and several fish about the Ship. Employed worming the Best Br. Cable, repairing and Painting the Boats. Wind Easterly; course North 75 degrees West; distance 50 miles; latitude 20 degrees 14 minutes South, longitude 129 degrees 27 minutes West."	1769-03-29	-20.2333333333333	-129.45
"Thursday, 30th. First part, Calm and close Cloudy weather; in the night had Variable winds and weather, with rain. A.M. Genteel Breezes and Cloudy weather. Between 10 and 11 a.m. took several Observations of the sun and moon; the mean result of them gave the Longitude of the Ship at Noon to be 127 degrees 38 minutes, and is 1 degree 49 minutes East of the Longitude given by the Log; but on the 4th Instant the ship by Observation was 47 minutes West of the Log, therefore she must have lost 2 degrees 36 minutes of the Log since the last Observation--an Error too great to be accounted for. Wind calm, variable, South-South-East; course North 40 degrees West; distance 53 miles; latitude 19 degrees 34 minutes South, longitude 129 degrees 27 minutes West."	1769-03-30	-19.5666666666667	-129.45
"Friday, 31st. A Steady breeze and fine pleasant weather. A.M. took several Observations of the sun and moon, the mean result of them came within 8 Miles of Yesterday's Observations computed both by Mr. Green and myself, and yet cannot think so great an error can have been committed in the ship's run in so short a time as these observations seem to point out, and therefore I shall abide by the Longitude given by the Log unless from subsequent Observations this error should be found to be just. Wind South; course North 75 degrees 45 minutes West; distance 111 miles; latitude 19 degrees 7 minutes South, longitude 131 degrees 21 minutes West."	1769-03-31	-19.1166666666667	-131.35
"Sunday, 2nd. A fresh Trade wind and fine pleasant weather. At Noon saw a Large flock of Birds; they had brown backs and white Bellies. They fly and make a noise like Stearings, and are shaped like them, only something larger. Saw likewise some black Sheerwaters and Several Man-of-War birds. Wind East; course North 86 degrees 30 minutes West; distance 118 miles; latitude 19 degrees 0 minutes South, longitude 135 degrees 33 minutes West."	1769-04-02	-19	-135.55
"Monday, 3rd. First and Latter parts a steady fresh Breeze and cloudy; the Middle, sometimes squally with rain, at other times little wind. P.M. saw 2 Birds like Albetrosses; they were all white except the Tip of their wings and Tails. Wind East; course North 82 degrees 45 minutes West; distance 110 miles; latitude 18 degrees 46 minutes South, longitude 137 degrees 29 minutes West."	1769-04-03	-18.7666666666667	-137.483333333333
"Tuesday, 4th. A Steady fresh Trade and clear weather. At 1/2 past 10 a.m. saw land bearing south, distance 3 or 4 Leagues. Haul'd up for it, and soon found it to be an Island of about 2 Leagues in Circuit and of an Oval form, with a Lagoon in the Middle, for which I named it Lagoon Island. The Border of land Circumscribing this Lagoon is in many places very low and narrow, particularly on the south side, where it is mostly a Beach or Reef of rocks; it is the same on the North side in 3 places, and these disjoins the firm land and make it appear like so many Islands covered with wood. On the West end of the Island is a large Tree which looks like a large Tower, and about the Middle of the Island are two Cocoa Nutt Trees that appears above all the other wood, which as we approached the Island looked very much like a flag. We approached the north side of this Island within a Mile, and found no Bottom with 130 fathoms of line, nor did there appear to be Anchorage about it. We saw several of the Inhabitants, the most of them men, and these Marched along the shore abreast of the Ships with long Clubs in their hands as tho' they meant to oppose our landing. They were all naked except their Privy parts, and were of a Dark Copper Colour with long black Hair, but upon our leaving the Island some of them were seen to put on a Covering, and one or two we saw in the Skirts of the Wood was Cloathed in White; these we supposed to be Women. This Island lies in the Latitude of 18 degrees 47 minutes and Longitude 139 degrees 28 minutes West from the Meridian of Greenwich;* (* This island is Vahitahi, one of the Paumotu or Low Archipelago.) variation 2 degrees 54 minutes East. Wind East, East by South; course North 88 degrees West; distance 114 miles; latitude 18 degrees 42 minutes South, longitude 139 degrees 29 minutes West."	1769-04-04	-18.7833333333333	-139.466666666667
"Wednesday, 5th. A fresh steady gale and fine weather. At 1 p.m. made Sail to the Westward, and at 1/2 past 3 saw land to the North-West, which we got up with at Sun sett and proved to be a low woody Island of a Circular form, and not much above a Mile in Compass. This Island I called Thrum Cap* (* Akiaki. It is inhabited.); it lies in the Latitude of 18 degrees 35 minutes South and in the Longitude of 139 degrees 48 minutes West from Greenwich, and North 62 degrees West, 7 Leagues from Lagoon Island. We saw no inhabitants, nor the appearance of any, and yet we were within 1/2 a Mile of the Shore. I observed by the Shore that it was near low Water, and at Lagoon Island I observed that it was either high Water or else there was no Ebbing and flowing of the Sea. From these Circumstances I infer that a South by East or South Moon makes high Water. Here we caught a King Fish, being the first fish we have got in these Seas. Wind East; course North 77 degrees 30 minutes West; distance 79 miles; latitude 18 degrees 25 minutes South, longitude 140 degrees 51 minutes West."	1769-04-05	-18.5833333333333	-139.8
"Thursday, 6th. A fresh Trade and fine Pleasant weather. At 3 p.m. Saw land to the Westward, which proved to be an Island of about 12 or 15 Leagues in Compass; is very low and entirely drown'd in the Middle, forming there a large lake, into which there appeared to be no inlet. The border of land and Reef surrounding this lake like a wall appeared to be of a Bow-like figure, for which reason I named it Bow Island. The South side, along which we sail'd, was one continued low narrow Beach or Reef like a Causeway for 4 Leagues and upwards, and lies East by North and West by South. The East and West Ends and North side of this Island are wooded-in Groves, and the firm Land appeared disjoined and like a Number of Islands, and very probably is so. The North-West parts of the Island we only saw aCross the Lake, and not very distinct on account of its great extent, and night coming on before we had run the whole length of the Island. This description must be imperfect, and the whole Island may form a Different figure to what I have here described.* (* Hao. It is a large atoll, thirty miles in length. Cook only saw a portion of it.) The east end lies in the Latitude of 18 degrees 23 minutes South, and Longitude 141 degrees 12 minutes West from Greenwich. Variation 5 degrees 38 minutes East. This Island is Inhabited; we not only saw smook in Different Parts, but people also. At Noon saw Land to the Westward. Wind east; course North 85 degrees West; distance 94 miles; latitude 18 degrees 19 minutes South, longitude 142 degrees 29 minutes West."	1769-04-06	-18.3833333333333	-141.2
"Friday, 7th. Fresh Gales and Cloudy. At 1/2 past 2 p.m. got up with the East end of the Land seen yesterday at Noon, and which proved to be an assemblage of Islands join'd together by Reef, and extending themselves North-West by North and South-East by South in 8 or 9 Leagues and of various breadths; but there appeared to be a total Seperation in the middle by a Channell of half a Mile broad, and on this account they are called the two Groups.* (* Marokau and Ravahare. Two atolls close together.) The South Eastermost of them lies in the Latitude of 18 degrees 12 minutes and Longitude of 142 degrees 42 minutes West from Greenwich, and West 1/2 North distant 25 Leagues from the West end of Bow Island. We ranged along the South-West side of this Island, and hauled into a Bay which lies to the North-West of the Southermost point of them, and where there appeared to be Anchorage and the Sea was smooth and not much Surf on the Shore; but we found no ground with 100 fathoms 3/4 of a Mile from the Shore, and nearer we did not go. Here several of the Inhabitants assembled together with their Canoes, with a design, as we thought, to come off to us, as they hauld one of them over the reef seemingly for that purpose; but after waiting near 1/2 an hour, and they not attempting to come, we bore away and made Sail, and presentley the Canoe put off after us; but, as we did not stop, they soon went back again. They were in all respects like those we had seen on Lagoon Island, and Armed with Clubs and long Pikes like them. At 1/2 past 6 a.m. Saw a small Island to the Northward, hauled our wind for it, and soon got close in with it. It is about 3 or 4 Miles in Circuit, and very low, with a Pond in the Middle. There is some wood upon it, but no inhabitants but Birds, and for this reason is called Bird Island.* (* Reitoru.) It lies in the latitude 17 degrees 48 minutes and longitude 143 degrees 35 minutes West, and West 1/2 North 10 Leagues from the West end of the two Groups. The birds we saw were Men-of-War Birds and several other sorts. Wind East; course North 66 degrees West; distance 66 miles; latitude 17 degrees 48 minutes South, longitude 143 degrees 31 minutes West."	1769-04-07	-18.2	-142.7
"Saturday, 8th. Fresh Trade and pleasant weather, but about noon had a few flying showers of rain. Variation 6 degrees 32 minutes East. Wind East by South and East; course North 87 degrees West; distance 100 miles; latitude 17 degrees 43 minutes South, longitude 145 degrees 16 minutes West."	1769-04-08	-17.7166666666667	-145.266666666667
"Sunday, 9th. A steady fresh gale and pleasant weather. At 2 p.m. saw Land to the Northward, hauld up for it, and found it to be a double range of low woody islands joined together by reefs, by which means they make one Island in form of an Ellipsis or Oval, in the Middle of which is a Salt water lake. The small Islands and reefs circumscribes or bounds this lake like a Chain; it is therefore called Chain Island.* (* Anaa.) It is in length, North-West and South-East, about 5 Leagues, and in breadth about 5 Miles. The middle of it lies in the Latitude of 17 degrees 23 minutes South, and Longitude 145 degrees 54 minutes West, and West by North 45 Leagues from Bird Island. Variation per Several Azimuths 4 degrees 54 minutes East. Wind East by North to North by East; course West, Northerly; distance 81 miles; latitude 17 degrees 42 minutes South, longitude 146 degrees 40 minutes West."	1769-04-09	-17.3833333333333	-145.9
"Monday, 10th. P.M. moderate breezes and cloudy; in the Night, dark, cloudy, unsettled weather, with very much Thunder, Lightning, and rain. A.M. little wind and fair. P.M. variation per Several Azimuths 5 degrees 41 minutes East. At 8 a.m. saw Osnaburg Island* (* Maitea, the easternmost of the Society Islands, which are all high, and a great contrast to the low coral atolls of the Paumotus.) (so called by Captain Wallis, the first discoverer) bearing North-West by West, distance 4 or 5 Leagues. It is a high round Island, and appears to be not above a League in Circuit, and when it bears as above it looks like a high Crown'd Hatt, but when it bears North the Top is more like the roof of a House. It lies in the Latitude of 17 degrees 48 minutes South and Longitude 148 degrees 10 minutes West, and West by South, 44 Leagues, from Chain Island. Wind North-North-West, variable, North-West by North; course South 13 degrees West; distance 67 miles; latitude 18 degrees 00 minutes South, longitude 147 degrees 47 minutes West; at noon, Osnaburg Island North by West 1/2 West, 5 leagues."	1769-04-10	-17.8	-148.166666666667
"Tuesday, 11th. First part, little wind and cloudy; the remainder, little wind and very Variable; unsettled weather, with some rain. P.M. took several Observations of the sun and moon, which gave the Longitude of the ship to be 148 degrees 18 minutes West, and differs but little from that given by the Log. At 6 a.m. saw King George's Island* (* So named by Captain Wallis. The native name was ascertained by Cook, who spelt it Otaheite. Now known as Tahiti. It is the chief island of the Society Group, and was annexed by the French in 1844.) Extending from West by South 1/2 South to West by North 1/2 North. It appeared very high and Mountainous. Wind variable; course North 66 degrees West; distance 54 miles; latitude 17 degrees 38 minutes South, longitude 148 degrees 39 minutes West; Osnaburg Island East 1/2 South, 13 leagues."	1769-04-11	-17.6333333333333	-148.65
"Wednesday, 12th. Variable, light Airs all these 24 Hours, and Hot sultry weather. At 5 p.m. King George's Island extending from North-West by West to South-West, distance 6 or 7 Leagues; and at 6 a.m. it bore from South-South-West to West by North, being little wind with Calms. Several of the Natives came off to us in their Canoes, but more to look at us than anything else. We could not prevail with any of them to come on board, and some would not come near the ship. Wind variable; course West; distance 18 miles; latitude 17 degrees 38 minutes South, longitude 148 degrees 58 minutes West; at noon, King George's Island, from South to West by North, 5 leagues."	1769-04-12	-17.6333333333333	-148.966666666667
"Wednesday, 19th. P.M. Variable light Airs and clear weather. The Trading party had better success to-day than Yesterday. A.M. a Gentle breeze at South-East. As it was known to the Natives that we intended to sail to-day, Oree, the Chief, and several more, came on board to take their leave of us. To the Chief was given a small plate on which was Stamp'd the following inscription--viz., \His Britannick Majesty's Ship, Endeavour, Lieutenant Cook, Commander, 16th July, 1769, Huaheine.\"" This was accompanied with some Medals, or Counters, of the English Coins, struck 1761, together with some other Presents. All these, but more particularly the Plate, the Chief promised never to part with. This we thought would prove as lasting a Testimony of our having first discover'd this Island as any we could leave behind. After this was done they were dismissed, and we began to prepare to leave the place. But as that falls out on the following day, I shall conclude this with a Discription of the Island, which is situated in the Latitude of 16 degrees 43 minutes South, and Longitude 150 degrees 52 minutes West from Greenwich and North 58 degrees West, distance, 31 leagues, from King George's Island, or Otaheite. It is about 7 Leagues in compass, and of a Hilly and uneven surface. It hath a safe and commodious Harbour, which lies on the West side, under the Northermost high land and within the North end of the Reef which lays along that side of the Island. Into this Harbour are 2 inlets, or openings in the Reef, about 1 1/2 Miles from each other. The Southermost is the Broadest, on the South side of which is a very small sandy Island. This Harbour is called by the Natives Ohwarhe. The produce of this Island is in all respects the same as King George's Island, and the Manner and Customs of the inhabitants much the same, only that they are not addicted to Stealing; and with respect to colour they are rather fairer than the natives of George's Island, and the whole more Uniformly of one Colour."""	1769-07-19	-16.7166666666667	-150.866666666667
"Friday, 11th. Fresh breezes and Clear weather. Wind East; course South 4 degrees West; distance 85 miles; latitude 18 degrees 59 minutes South, longitude 151 degrees 45 minutes West."	1769-08-11	-18.9833333333333	-151.75
"Saturday, 12th. Gentle breezes and fair weather. Wind East, East by North; course South 3/4 East; distance 77 miles; latitude 20 degrees 15 minutes South, longitude 151 degrees 36 minutes West."	1769-08-12	-20.25	-151.6
"Sunday, 13th. Moderate breezes and Clear weather. Variation 5 degrees 40 minutes East. Wind East by North; course South 16 degrees East; distance 96 miles; latitude 21 degrees 47 minutes South, longitude 151 degrees 9 minutes West."	1769-08-13	-21.7833333333333	-151.15
